function name,header files,return type,arguments,number of arguments,format string,POSIX api,use _GNU_SOURCE
pthread_mutex_init,['pthread.h'],int,"['pthread_mutex_t *restrict mutex', 'const pthread_mutexattr_t *restrict attr']",2,False,True,False
pthread_mutex_lock,['pthread.h'],int,['pthread_mutex_t *mutex'],1,False,True,False
pthread_mutex_setprioceiling,['pthread.h'],int,"['pthread_mutex_t *restrict mutex', 'int prioceiling', 'int *restrict old_ceiling']",3,False,True,False
pthread_mutex_timedlock,"['pthread.h', 'time.h']",int,"['pthread_mutex_t *restrict mutex', 'const struct timespec *restrict abstime']",2,False,True,False
pthread_mutex_trylock,['pthread.h'],int,['pthread_mutex_t *mutex'],1,False,True,False
pthread_mutex_unlock,['pthread.h'],int,['pthread_mutex_t *mutex'],1,False,True,False
pthread_once,['pthread.h'],int,"['pthread_once_t *once_control', 'void (*init_routine)(void)']",2,False,True,False
pthread_rwlockattr_destroy,['pthread.h'],int,['pthread_rwlockattr_t *attr'],1,False,True,False
pthread_rwlockattr_getkind_np,['pthread.h'],int,"['const pthread_rwlockattr_t *restrict attr', 'int *restrict pref']",2,False,False,False
pthread_rwlockattr_getpshared,['pthread.h'],int,"['const pthread_rwlockattr_t *restrict attr', 'int *restrict pshared']",2,False,True,False
pthread_rwlockattr_init,['pthread.h'],int,['pthread_rwlockattr_t *attr'],1,False,True,False
pthread_rwlockattr_setkind_np,['pthread.h'],int,"['pthread_rwlockattr_t *attr', 'int pref']",2,False,False,False
pthread_rwlockattr_setpshared,['pthread.h'],int,"['pthread_rwlockattr_t *attr', 'int pshared']",2,False,True,False
pthread_rwlock_destroy,['pthread.h'],int,['pthread_rwlock_t *rwlock'],1,False,True,False
pthread_rwlock_init,['pthread.h'],int,"['pthread_rwlock_t *restrict rwlock', 'const pthread_rwlockattr_t *restrict attr']",2,False,True,False
pthread_rwlock_rdlock,['pthread.h'],int,['pthread_rwlock_t *rwlock'],1,False,True,False
pthread_rwlock_timedrdlock,"['pthread.h', 'time.h']",int,"['pthread_rwlock_t *restrict rwlock', 'const struct timespec *restrict abstime']",2,False,True,False
pthread_rwlock_timedwrlock,"['pthread.h', 'time.h']",int,"['pthread_rwlock_t *restrict rwlock', 'const struct timespec *restrict abstime']",2,False,True,False
pthread_rwlock_tryrdlock,['pthread.h'],int,['pthread_rwlock_t *rwlock'],1,False,True,False
pthread_rwlock_trywrlock,['pthread.h'],int,['pthread_rwlock_t *rwlock'],1,False,True,False
pthread_rwlock_unlock,['pthread.h'],int,['pthread_rwlock_t *rwlock'],1,False,True,False
pthread_rwlock_wrlock,['pthread.h'],int,['pthread_rwlock_t *rwlock'],1,False,True,False
pthread_self,['pthread.h'],pthread_t,['void'],0,False,False,False
 ,['pthread.h'],pthread_t,['void'],0,False,True,False
pthread_setaffinity_np,['pthread.h'],int,"['pthread_t thread', 'size_t cpusetsize', 'const cpu_set_t *cpuset']",3,False,False,True
pthread_setattr_default_np,['pthread.h'],int,['const pthread_attr_t *attr'],1,False,False,True
pthread_setcancelstate,['pthread.h'],int,"['int state', 'int *oldstate']",2,False,False,False
 ,['pthread.h'],int,"['int state', 'int *oldstate']",2,False,True,False
pthread_setcanceltype,['pthread.h'],int,"['int type', 'int *oldtype']",2,False,False,False
 ,['pthread.h'],int,"['int type', 'int *oldtype']",2,False,True,False
pthread_setconcurrency,['pthread.h'],int,['int new_level'],1,False,False,False
 ,['pthread.h'],int,['int new_level'],1,False,True,False
pthread_setname_np,['pthread.h'],int,"['pthread_t thread', 'const char *name']",2,False,False,True
pthread_setschedparam,['pthread.h'],int,"['pthread_t thread', 'int policy', 'const struct sched_param *param']",3,False,False,False
 ,['pthread.h'],int,"['pthread_t thread', 'int policy', 'const struct sched_param *param']",3,False,True,False
pthread_setschedprio,['pthread.h'],int,"['pthread_t thread', 'int prio']",2,False,False,False
 ,['pthread.h'],int,"['pthread_t thread', 'int prio']",2,False,True,False
pthread_setspecific,['pthread.h'],int,"['pthread_key_t key', 'const void *value']",2,False,True,False
pthread_sigmask,['signal.h'],int,"['int how', 'const sigset_t *set', 'sigset_t *oldset']",3,False,False,False
 ,['signal.h'],int,"['int how', 'const sigset_t *restrict set', 'sigset_t *restrict oset']",3,False,True,False
pthread_sigqueue,"['signal.h', 'pthread.h']",int,"['pthread_t thread', 'int sig', 'const union sigval value']",3,False,False,False
pthread_spin_destroy,['pthread.h'],int,['pthread_spinlock_t *lock'],1,False,False,False
 ,['pthread.h'],int,['pthread_spinlock_t *lock'],1,False,True,False
pthread_spin_init,['pthread.h'],int,"['pthread_spinlock_t *lock', 'int pshared']",2,False,False,False
 ,['pthread.h'],int,"['pthread_spinlock_t *lock', 'int pshared']",2,False,True,False
pthread_spin_lock,['pthread.h'],int,['pthread_spinlock_t *lock'],1,False,False,False
 ,['pthread.h'],int,['pthread_spinlock_t *lock'],1,False,True,False
pthread_spin_trylock,['pthread.h'],int,['pthread_spinlock_t *lock'],1,False,False,False
 ,['pthread.h'],int,['pthread_spinlock_t *lock'],1,False,True,False
pthread_spin_unlock,['pthread.h'],int,['pthread_spinlock_t *lock'],1,False,False,False
 ,['pthread.h'],int,['pthread_spinlock_t *lock'],1,False,True,False
pthread_testcancel,['pthread.h'],void,['void'],0,False,True,False
 ,['pthread.h'],void,['void'],0,False,False,False
pthread_timedjoin_np,['pthread.h'],int,"['pthread_t thread', 'void **retval', 'const struct timespec *abstime']",3,False,False,True
pthread_tryjoin_np,['pthread.h'],int,"['pthread_t thread', 'void **retval']",2,False,False,True
pthread_yield,['pthread.h'],int,['void'],0,False,False,True
ptsname,['stdlib.h'],char *,['int fd'],1,False,False,False
 ,['stdlib.h'],char *,['int fildes'],1,False,True,False
ptsname_r,['stdlib.h'],int,"['int fd', 'char *buf', 'size_t buflen']",3,False,False,False
putc,['stdio.h'],int,"['int c', 'FILE *stream']",2,False,True,False
putchar,['stdio.h'],int,['int c'],1,False,True,False
putchar_unlocked,['stdio.h'],int,['int c'],1,False,True,False
putc_unlocked,['stdio.h'],int,"['int c', 'FILE *stream']",2,False,True,False
putenv,['stdlib.h'],int,['char *string'],1,False,False,False
 ,['stdlib.h'],int,['char *string'],1,False,True,False
putgrent,['grp.h'],int,"['const struct group *restrict grp', 'FILE *restrict stream']",2,False,False,True
putmsg,['stropts.h'],int,"['int fildes', 'const struct strbuf *ctlptr', 'const struct strbuf *dataptr', 'int flags']",4,False,True,False
putpmsg,['stropts.h'],int,"['int fildes', 'const struct strbuf *ctlptr', 'const struct strbuf *dataptr', 'int band', 'int flags']",5,False,True,False
putpwent,"['stdio.h', 'sys/types.h', 'pwd.h']",int,"['const struct passwd *restrict p', 'FILE *restrict stream']",2,False,False,False
puts,['stdio.h'],int,['const char *s'],1,False,True,False
putspent,['shadow.h'],int,"['const struct spwd *p', 'FILE *stream']",2,False,False,False
pututline,['utmp.h'],struct utmp *,['const struct utmp *ut'],1,False,False,False
pututxline,['utmpx.h'],struct utmpx *,['const struct utmpx *utmpx'],1,False,True,False
putw,['stdio.h'],int,"['int w', 'FILE *stream']",2,False,False,False
putwc,"['stdio.h', 'wchar.h']",wint_t,"['wchar_t wc', 'FILE *stream']",2,False,True,False
putwchar,['wchar.h'],wint_t,['wchar_t wc'],1,False,False,False
 ,['wchar.h'],wint_t,['wchar_t wc'],1,False,True,False
putwchar_unlocked,['wchar.h'],wint_t,['wchar_t wc'],1,False,False,False
putwc_unlocked,['wchar.h'],wint_t,"['wchar_t wc', 'FILE *stream']",2,False,False,False
pvalloc,['malloc.h'],void *,['size_t size'],1,False,False,False
pwrite,['unistd.h'],ssize_t,"['int fildes', 'const void *buf', 'size_t nbyte', 'off_t offset']",4,False,True,False
qecvt,['stdlib.h'],char *,"['long double number', 'int ndigits', 'int *restrict decpt', 'int *restrict sign']",4,False,False,False
qecvt_r,['stdlib.h'],int,"['long double number', 'int ndigits', 'int *restrict decpt', 'int *restrict sign', 'char *restrict buf', 'size_t len']",6,False,False,False
qfcvt,['stdlib.h'],char *,"['long double number', 'int ndigits', 'int *restrict decpt', 'int *restrict sign']",4,False,False,False
qfcvt_r,['stdlib.h'],int,"['long double number', 'int ndigits', 'int *restrict decpt', 'int *restrict sign', 'char *restrict buf', 'size_t len']",6,False,False,False
qgcvt,['stdlib.h'],char *,"['long double number', 'int ndigit', 'char *buf']",3,False,False,False
qsort,['stdlib.h'],void,"['void *base', 'size_t nmemb', 'size_t size', 'int (*compar)(const void *, const void *)']",4,False,False,False
 ,['stdlib.h'],void,"['void *base', 'size_t nel', 'size_t width', 'int (*compar)(const void *, const void *)']",4,False,True,False
qsort_r,['stdlib.h'],void,"['void *base', 'size_t nmemb', 'size_t size', 'int (*compar)(const void *', 'void *arg']",5,False,False,False
raise,['signal.h'],int,['int sig'],1,False,False,False
 ,['signal.h'],int,['int sig'],1,False,True,False
rand,['stdlib.h'],int,['void'],0,False,False,False
 ,['stdlib.h'],int,['void'],0,False,True,False
random,['stdlib.h'],long,['void'],0,False,True,False
random_r,['stdlib.h'],int,"['struct random_data *restrict buf', 'int32_t *restrict result']",2,False,False,False
rand_r,['stdlib.h'],int,['unsigned int *seedp'],1,False,False,False
 ,['stdlib.h'],int,['unsigned *seed'],1,False,True,False
rawmemchr,['string.h'],void *,"['const void *s', 'int c']",2,False,False,False
rcmd,['netdb.h'],int,"['char **restrict ahost', 'unsigned short inport', 'const char *restrict locuser', 'const char *restrict remuser', 'const char *restrict cmd', 'int *restrict fd2p']",6,False,False,False
rcmd_af,['netdb.h'],int,"['char **restrict ahost', 'unsigned short inport', 'const char *restrict locuser', 'const char *restrict remuser', 'const char *restrict cmd', 'int *restrict fd2p', 'sa_family_t af']",7,False,False,False
read,['unistd.h'],ssize_t,"['int fildes', 'void *buf', 'size_t nbyte']",3,False,True,False
readdir,['dirent.h'],struct dirent *,['DIR *dirp'],1,False,False,False
 ,['dirent.h'],struct dirent *,['DIR *dirp'],1,False,True,False
readdir_r,['dirent.h'],int,"['DIR *restrict dirp', 'struct dirent *restrict entry', 'struct dirent **restrict result']",3,False,True,False
 ,['dirent.h'],int,"['DIR *restrict dirp', 'struct dirent *restrict entry', 'struct dirent **restrict result']",3,False,False,False
readlink,['unistd.h'],ssize_t,"['const char *restrict path', 'char *restrict buf', 'size_t bufsize']",3,False,True,False
readlinkat,['fcntl.h'],ssize_t,"['int fd', 'const char *restrict path', 'char *restrict buf', 'size_t bufsize']",4,False,True,False
readv,['sys/uio.h'],ssize_t,"['int fildes', 'const struct iovec *iov', 'int iovcnt']",3,False,True,False
realloc,['stdlib.h'],void *,"['void *ptr', 'size_t size']",2,False,True,False
reallocarray,['stdlib.h'],void *,"['void *ptr', 'size_t nmemb', 'size_t size']",3,False,False,False
realpath,"['limits.h', 'stdlib.h']",char *,"['const char *restrict path', 'char *restrict resolved_path']",2,False,False,False
 ,['stdlib.h'],char *,"['const char *restrict file_name', 'char *restrict resolved_name']",2,False,True,False
re_comp,"['sys/types.h', 'regex.h']",char *,['const char *regex'],1,False,False,False
recv,['sys/socket.h'],ssize_t,"['int socket', 'void *buffer', 'size_t length', 'int flags']",4,False,True,False
recvfrom,['sys/socket.h'],ssize_t,"['int socket', 'void *restrict buffer', 'size_t length', 'int flags', 'struct sockaddr *restrict address', 'socklen_t *restrict address_len']",6,False,True,False
recvmsg,['sys/socket.h'],ssize_t,"['int socket', 'struct msghdr *message', 'int flags']",3,False,True,False
re_exec,"['sys/types.h', 'regex.h']",int,['const char *string'],1,False,False,False
regcomp,['regex.h'],int,"['regex_t *restrict preg', 'const char *restrict regex', 'int cflags']",3,False,False,False
 ,['regex.h'],int,"['regex_t *restrict preg', 'const char *restrict pattern', 'int cflags']",3,False,True,False
regerror,['regex.h'],size_t,"['int errcode', 'const regex_t *restrict preg', 'char *restrict errbuf', 'size_t errbuf_size']",4,False,False,False
 ,['regex.h'],size_t,"['int errcode', 'const regex_t *restrict preg', 'char *restrict errbuf', 'size_t errbuf_size']",4,False,True,False
regexec,['regex.h'],int,"['const regex_t *restrict preg', 'const char *restrict string', 'size_t nmatch', 'regmatch_t pmatch[restrict]', 'int eflags']",5,False,False,False
 ,['regex.h'],int,"['const regex_t *restrict preg', 'const char *restrict string', 'size_t nmatch', 'regmatch_t pmatch[restrict]', 'int eflags']",5,False,True,False
regfree,['regex.h'],void,['regex_t *preg'],1,False,False,False
 ,['regex.h'],void,['regex_t *preg'],1,False,True,False
registerrpc,['rpc/rpc.h'],int,"['unsigned long prognum', 'unsigned long versnum', 'unsigned long procnum', 'char *(*procname)(char *)', 'xdrproc_t inproc', 'xdrproc_t outproc']",6,False,False,False
remainder,['math.h'],double,"['double x', 'double y']",2,False,True,False
remainderf,['math.h'],float,"['float x', 'float y']",2,False,True,False
remainderl,['math.h'],long double,"['long double x', 'long double y']",2,False,True,False
remove,['stdio.h'],int,['const char *pathname'],1,False,False,False
 ,['stdio.h'],int,['const char *path'],1,False,True,False
remque,['search.h'],void,['void *element'],1,False,True,False
remquo,['math.h'],double,"['double x', 'double y', 'int *quo']",3,False,False,False
 ,['math.h'],double,"['double x', 'double y', 'int *quo']",3,False,True,False
remquof,['math.h'],float,"['float x', 'float y', 'int *quo']",3,False,False,False
 ,['math.h'],float,"['float x', 'float y', 'int *quo']",3,False,True,False
remquol,['math.h'],long double,"['long double x', 'long double y', 'int *quo']",3,False,False,False
 ,['math.h'],long double,"['long double x', 'long double y', 'int *quo']",3,False,True,False
rename,['stdio.h'],int,"['const char *old', 'const char *new']",2,False,True,False
renameat,['fcntl.h'],int,"['int oldfd', 'const char *old', 'int newfd', 'const char *new']",4,False,True,False
rewind,['stdio.h'],void,['FILE *stream'],1,False,True,False
rewinddir,"['sys/types.h', 'dirent.h']",void,['DIR *dirp'],1,False,False,False
 ,['dirent.h'],void,['DIR *dirp'],1,False,True,False
rexec,['netdb.h'],int,"['char **restrict ahost', 'int inport', 'const char *restrict user', 'const char *restrict passwd', 'const char *restrict cmd', 'int *restrict fd2p']",6,False,False,False
rexec_af,['netdb.h'],int,"['char **restrict ahost', 'int inport', 'const char *restrict user', 'const char *restrict passwd', 'const char *restrict cmd', 'int *restrict fd2p', 'sa_family_t af']",7,False,False,False
rindex,['strings.h'],char *,"['const char *s', 'int c']",2,False,False,False
rint,['math.h'],double,['double x'],1,False,True,False
rintf,['math.h'],float,['float x'],1,False,True,False
rintl,['math.h'],long double,['long double x'],1,False,True,False
rmdir,['unistd.h'],int,['const char *path'],1,False,True,False
round,['math.h'],double,['double x'],1,False,False,False
 ,['math.h'],double,['double x'],1,False,True,False
roundf,['math.h'],float,['float x'],1,False,False,False
 ,['math.h'],float,['float x'],1,False,True,False
roundl,['math.h'],long double,['long double x'],1,False,False,False
 ,['math.h'],long double,['long double x'],1,False,True,False
rpmatch,['stdlib.h'],int,['const char *response'],1,False,False,False
rresvport,['netdb.h'],int,['int *port'],1,False,False,False
rresvport_af,['netdb.h'],int,"['int *port', 'sa_family_t af']",2,False,False,False
rtime,['rpc/auth_des.h'],int,"['struct sockaddr_in *addrp', 'struct rpc_timeval *timep', 'struct rpc_timeval *timeout']",3,False,False,False
ruserok,['netdb.h'],int,"['const char *rhost', 'int superuser', 'const char *ruser', 'const char *luser']",4,False,False,False
ruserok_af,['netdb.h'],int,"['const char *rhost', 'int superuser', 'const char *ruser', 'const char *luser', 'sa_family_t af']",5,False,False,False
scalb,['math.h'],double,"['double x', 'double exp']",2,False,False,False
scalbf,['math.h'],float,"['float x', 'float exp']",2,False,False,False
scalbl,['math.h'],long double,"['long double x', 'long double exp']",2,False,False,False
scalbln,['math.h'],double,"['double x', 'long exp']",2,False,False,False
 ,['math.h'],double,"['double x', 'long n']",2,False,True,False
scalblnf,['math.h'],float,"['float x', 'long exp']",2,False,False,False
 ,['math.h'],float,"['float x', 'long n']",2,False,True,False
scalblnl,['math.h'],long double,"['long double x', 'long exp']",2,False,False,False
 ,['math.h'],long double,"['long double x', 'long n']",2,False,True,False
scalbn,['math.h'],double,"['double x', 'int exp']",2,False,False,False
 ,['math.h'],double,"['double x', 'int n']",2,False,True,False
scalbnf,['math.h'],float,"['float x', 'int exp']",2,False,False,False
 ,['math.h'],float,"['float x', 'int n']",2,False,True,False
scalbnl,['math.h'],long double,"['long double x', 'int exp']",2,False,False,False
 ,['math.h'],long double,"['long double x', 'int n']",2,False,True,False
scandir,['dirent.h'],int,"['const char *dir', 'struct dirent ***namelist', 'int (*sel)(const struct dirent *)', 'int (*compar)(const struct dirent **, const struct dirent **)']",4,False,True,False
